ann_term	sum	annotation
PF11923	43	NFACT protein C-terminal domain
PF11926	95	Domain of unknown function (DUF3444)
PF11927	13	Protein of unknown function (DUF3445)
PF11928	38	Early growth response N-terminal domain
PF11931	47	Domain of unknown function (DUF3449)
PF11933	77	Cytoplasmic domain of voltage-gated Na+ ion channel
PF11934	68	Domain of unknown function (DUF3452)
PF11935	50	Domain of unknown function (DUF3453)
PF11936	37	Domain of unknown function (DUF3454)
PF11937	4	Protein of unknown function (DUF3455)
PF11938	131	TLR4 regulator and MIR-interacting MSAP
PF11940	15	Domain of unknown function (DUF3458) Ig-like fold
PF11941	2	Domain of unknown function (DUF3459)
PF11942	42	Spt5 transcription elongation factor, acidic N-terminal
PF11945	36	WAHD domain of WASH complex
PF11947	18	Photosynthesis affected mutant 68
PF11951	117	Fungal specific transcription factor domain
PF11952	62	XRN-Two Binding Domain, XTBD
PF11955	77	Plant organelle RNA recognition domain
PF11956	26	Ankyrin-G binding motif of KCNQ2-3
PF11957	50	THO complex subunit 1 transcription elongation factor
PF11958	2	Domain of unknown function (DUF3472)
PF11960	35	Domain of unknown function (DUF3474)
PF11961	42	Domain of unknown function (DUF3475)
PF11965	12	Domain of unknown function (DUF3479)
PF11968	34	25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2
PF11969	129	Scavenger mRNA decapping enzyme C-term binding
PF11970	8	G protein-coupled glucose receptor regulating Gpa2 C-term
PF11971	84	CAMSAP CH domain
PF11976	175	Ubiquitin-2 like Rad60 SUMO-like
PF11977	123	Zc3h12a-like Ribonuclease NYN domain
PF11978	39	Shoulder domain
PF11979	40	Domain of unknown function (DUF3480)
PF11980	30	C-terminal domain of neuropilin glycoprotein
PF11981	1	Domain of unknown function (DUF3482)
PF11987	108	Translation-initiation factor 2
PF11988	2	Retrograde transport protein Dsl1 N terminal
PF11989	2	Retrograde transport protein Dsl1 C terminal
PF11991	9	Tryptophan dimethylallyltransferase
PF11995	33	Domain of unknown function (DUF3490)
PF11998	13	Low psii accumulation1 / Rep27
PF12001	51	Domain of unknown function (DUF3496)
PF12002	32	MgsA AAA+ ATPase C terminal
PF12004	55	Domain of unknown function (DUF3498)
PF12006	2	Protein of unknown function (DUF3500)
PF12009	32	Telomerase ribonucleoprotein complex - RNA binding domain
PF12012	126	Domain of unknown function (DUF3504)
PF12013	13	Orsellinic acid/F9775 biosynthesis cluster protein D
PF12014	19	Domain of unknown function (DUF3506)
PF12015	3	Domain of unknown function (DUF3507)
PF12016	11	Stonin 2
PF12017	56	Transposase protein
PF12018	34	Domain of unknown function
PF12020	80	TAFA family
PF12022	40	Domain of unknown function (DUF3510)
PF12023	38	Domain of unknown function (DUF3511)
PF12024	41	Domain of unknown function (DUF3512)
PF12026	51	Crk-Associated Substrate C-terminal domain
PF12030	2	Domain of unknown function (DUF3517)
PF12031	45	SWI/SNF-like complex subunit BAF250/Osa
PF12032	45	Regulatory CLIP domain of proteinases
PF12036	64	Protein of unknown function (DUF3522)
PF12037	54	Domain of unknown function (DUF3523)
PF12038	21	Domain of unknown function (DUF3524)
PF12041	11	Transcriptional regulator DELLA protein N terminal
PF12043	31	Domain of unknown function (DUF3527)
PF12044	19	Putative peptidase family
PF12045	46	Protein of unknown function (DUF3528)
PF12046	8	Cofactor assembly of complex C subunit B
PF12047	58	Cytosine specific DNA methyltransferase replication foci domain
PF12049	13	Protein of unknown function (DUF3531)
PF12051	9	Protein of unknown function (DUF3533)
PF12052	64	Voltage gated calcium channel subunit beta domain 4Aa N terminal
PF12053	66	N-terminal of Par3 and HAL proteins
PF12054	46	Domain of unknown function (DUF3535)
PF12056	26	Protein of unknown function (DUF3537)
PF12057	18	BCL2-associated athanogene 6
PF12062	72	heparan sulfate-N-deacetylase
PF12063	48	Domain of unknown function (DUF3543)
PF12064	16	Protein kinase C-binding protein 1
PF12066	46	Domain of unknown function (DUF3546)
PF12067	37	Sox 17/18 central domain
PF12068	81	Rab-binding domain (RBD)
PF12070	41	Protein SCAI
PF12072	1	Domain of unknown function (DUF3552)
PF12074	8	Generalcontrol nonderepressible 1 (Gcn1) N-terminal
PF12075	52	KN motif
PF12076	37	WAX2 C-terminal domain
PF12078	79	Domain of unknown function (DUF3557)
PF12090	61	Spt20 family
PF12095	5	Protein CHLORORESPIRATORY REDUCTION 7
PF12100	1	Domain of unknown function (DUF3576)
PF12104	7	T cell CD4 receptor C terminal region
PF12108	41	Splicing factor SF3a60 binding domain
PF12109	9	CXCR4 Chemokine receptor N terminal
PF12110	53	Nuclear protein 96
PF12114	43	Period protein 2/3C-terminal region
PF12116	1	Stage III sporulation protein D
PF12125	32	D domain of beta-TrCP
PF12126	14	Protein of unknown function (DUF3583)
PF12129	38	Male germ-cell putative homeodomain transcription factor
PF12130	146	Bivalent Mical/EHBP Rab binding domain
PF12134	45	PRP8 domain IV core
PF12138	10	Spherulation-specific family 4
PF12139	1	Adenosine-5'-phosphosulfate reductase beta subunit
PF12140	75	SLED domain
PF12142	20	Polyphenol oxidase middle domain
PF12143	21	Protein of unknown function (DUF_B2219)
PF12144	21	Eukaryotic Mediator 12 catenin-binding domain
PF12145	42	Eukaryotic Mediator 12 subunit domain
PF12146	497	Serine aminopeptidase, S33
PF12148	31	Tandem tudor domain within UHRF1
PF12150	15	Cytosolic motility protein
PF12152	7	Eukaryotic translation initiation factor 4G1
PF12153	6	LPS binding domain of CAP18 (C terminal)
PF12157	53	Protein of unknown function (DUF3591)
PF12159	10	Protein of unknown function (DUF3593)
PF12160	8	Fibrinogen alpha C domain
PF12161	1	HsdM N-terminal domain
PF12162	12	STAT1 TAZ2 binding domain
PF12165	51	Alfin
PF12166	73	Piezo non-specific cation channel, R-Ras-binding domain
PF12169	16	DNA polymerase III subunits gamma and tau domain III
PF12171	354	Zinc-finger double-stranded RNA-binding
PF12174	33	RCD1-SRO-TAF4 (RST) plant domain
PF12177	13	Prohormone convertase enzyme
PF12178	13	Chromosome passenger complex (CPC) protein INCENP N terminal
PF12179	19	I-kappa-kinase-beta NEMO binding domain
PF12180	24	TSG101 and ALIX binding domain of CEP55
PF12185	26	Nup358/RanBP2 E3 ligase domain
PF12188	6	Signal transducer and activator of transcription 2 C terminal
PF12191	11	Tumour necrosis factor receptor stn_TNFRSF12A_TNFR domain
PF12194	2	Protein kinase Fus3-binding
PF12196	11	FHA Ki67 binding domain of hNIFK
PF12200	1	Domain of unknown function (DUF3597)
PF12201	7	Bcl2-interacting killer, BH3-domain containing
PF12202	116	Oxidative-stress-responsive kinase 1 C-terminal domain
PF12203	39	Glutamine rich N terminal domain of histone deacetylase 4
PF12204	6	Domain of unknown function (DUF3598)
PF12205	38	G protein-coupled receptor kinase-interacting protein 1 C term
PF12209	2	Leucine permease transcriptional regulator helical domain
PF12210	24	Hepatocyte growth factor-regulated tyrosine kinase substrate
PF12213	31	DNA polymerases epsilon N terminal
PF12214	40	Cell cycle regulated microtubule associated protein
PF12215	51	beta-glucosidase 2, glycosyl-hydrolase family 116 N-term
PF12220	44	U1 small nuclear ribonucleoprotein of 70kDa MW N terminal
PF12222	33	Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A
PF12223	10	Protein of unknown function (DUF3602)
PF12224	1	Putative amidoligase enzyme
PF12225	1	Methylene-tetrahydrofolate reductase C terminal
PF12230	51	Pre-mRNA splicing factor PRP21 like protein
PF12231	32	Rap1-interacting factor 1 N terminal
PF12232	29	Myogenic determination factor 5
PF12234	101	RAVE protein 1 C terminal
PF12235	43	Fragile X-related 1 protein core C terminal
PF12237	27	Phosphorylated CTD interacting factor 1 WW domain
PF12239	15	Protein of unknown function (DUF3605)
PF12240	45	Angiomotin C terminal
PF12241	1	Trans-2-enoyl-CoA reductase catalytic region
PF12242	1	NAD(P)H binding domain of trans-2-enoyl-CoA reductase
PF12243	4	CTD kinase subunit gamma CTK3
PF12246	7	Temperature dependent protein affecting M2 dsRNA replication
PF12247	7	Temperature dependent protein affecting M2 dsRNA replication
PF12248	74	Farnesoic acid 0-methyl transferase
PF12251	46	snRNA-activating protein of 50kDa MW C terminal
PF12253	48	Chromatin assembly factor 1 subunit A
PF12254	42	DNA polymerase alpha subunit p180 N terminal
PF12257	46	Vacuolar membrane-associated protein Iml1
PF12258	8	Microcephalin protein
PF12259	8	Baculovirus F protein
PF12260	117	Protein-kinase domain of FAM69
PF12263	14	Protein of unknown function (DUF3611)
PF12265	127	Histone-binding protein RBBP4 or subunit C of CAF1 complex
PF12269	33	CpG binding protein zinc finger C terminal domain
PF12271	7	Chitin synthase export chaperone
PF12273	8	Chitin synthesis regulation, resistance to Congo red
PF12274	120	Protein of unknown function (DUF3615)
PF12278	3	Sex determination protein N terminal
PF12280	34	Brain specific membrane anchored protein
PF12284	45	Hox protein A13 N terminal
PF12287	30	Cytoplasmic activation/proliferation-associated protein-1 C term
PF12294	2	Protein of unknown function (DUF3626)
PF12295	44	Symplekin tight junction protein C terminal
PF12296	5	Hydrophobic surface binding protein A
PF12297	15	Ellis van Creveld protein 2 like protein
PF12298	10	Eukaryotic mitochondrial regulator protein
PF12301	33	CD99 antigen like protein 2
PF12302	1	Protein of unknown function (DUF3629)
PF12304	26	Beta-casein like protein
PF12308	47	Neurogenesis glycoprotein
PF12309	33	KIF-1 binding protein C terminal
PF12310	36	Transcription factor protein N terminal
PF12311	6	Protein of unknown function (DUF3632)
PF12313	16	NPR1/NIM1 like defence protein C terminal
PF12315	38	Protein DA1
PF12316	40	Segment polarity protein dishevelled (Dsh) C terminal
PF12317	39	Intraflagellar transport complex B protein 46 C terminal
PF12323	5	Helix-turn-helix domain
PF12325	41	TATA element modulatory factor 1 TATA binding
PF12326	7	N-glycosylation protein
PF12327	35	FtsZ family, C-terminal domain
PF12328	18	Rpp20 subunit of nuclear RNase MRP and P
PF12329	36	TATA element modulatory factor 1 DNA binding
PF12330	251	Haspin like kinase domain
PF12331	3	Protein of unknown function (DUF3636)
PF12333	45	Rix1 complex component involved in 60S ribosome maturation
PF12335	56	Myotubularin protein
PF12336	72	SOX transcription factor
PF12338	15	Ribulose-1,5-bisphosphate carboxylase small subunit
PF12340	23	Protein of unknown function (DUF3638)
PF12341	44	Minichromosome loss protein, Mcl1, middle region
PF12344	1	Ultra-violet resistance protein B
PF12345	5	Protein of unknown function (DUF3641)
PF12346	6	Holliday junction recognition protein-associated repeat
PF12347	64	Holliday junction regulator protein family C-terminal repeat
PF12348	248	CLASP N terminal
PF12349	128	Sterol-sensing domain of SREBP cleavage-activation
PF12350	6	CTD kinase subunit gamma CTK3 C-terminus
PF12351	7	Ca2+ regulator and membrane fusion protein Fig1
PF12352	202	Snare region anchored in the vesicle membrane C-terminus
PF12353	57	Eukaryotic translation initiation factor 3 subunit G
PF12355	4	Down syndrome cell adhesion molecule C terminal
PF12356	20	Baculoviral IAP repeat-containing protein 6
PF12357	55	Phospholipase D C terminal
PF12359	20	Protein of unknown function (DUF3645)
PF12360	27	Paired box protein 7
PF12362	1	DNA polymerase III gamma and tau subunits C terminal
PF12366	15	Cancer susceptibility candidate 1
PF12368	44	Rhodanase C-terminal
PF12369	9	Gonadotropin hormone receptor transmembrane region
PF12371	43	Transmembrane protein 131-like
PF12372	21	Huntingtin protein region
PF12374	12	Double-sex mab3 related transcription factor 1
PF12382	11	Retrotransposon peptidase
PF12384	2	Ty3 transposon peptidase
PF12392	2	Collagenase
PF12394	42	Protein FAM135
PF12396	14	Protein of unknown function (DUF3659)
PF12397	43	U3 small nucleolar RNA-associated protein 10
PF12398	4	Receptor serine/threonine kinase
PF12399	2	Branched-chain amino acid ATP-binding cassette transporter
PF12400	53	STIMATE family
PF12402	27	NocA-like zinc-finger protein 1
PF12403	37	Paired-box protein 2 C terminal
PF12407	4	Homeobox protein
PF12409	98	P5-type ATPase cation transporter
PF12411	3	Choline sulfatase enzyme C terminal
PF12413	42	Homeobox protein distal-less-like N terminal
PF12414	42	Calcitonin gene-related peptide regulator C terminal
PF12416	28	Cep120 protein
PF12417	45	Zinc finger protein
PF12418	1	Acyl-CoA dehydrogenase N terminal
PF12419	1	SNF2 Helicase protein
PF12422	35	Condensin II non structural maintenance of chromosomes subunit
PF12423	108	Kinesin protein 1B
PF12424	102	Plasma membrane calcium transporter ATPase C terminal
PF12428	42	Protein of unknown function (DUF3675)
PF12430	46	Abscisic acid G-protein coupled receptor
PF12432	32	Protein of unknown function (DUF3677)
PF12435	2	Protein of unknown function (DUF3678)
PF12436	60	ICP0-binding domain of Ubiquitin-specific protease 7
PF12437	3	Glutamine synthetase type III N terminal
PF12440	149	Melanoma associated antigen family N terminal
PF12442	8	Protein of unknown function (DUF3681)
PF12443	15	AT-hook-containing transcription factor
PF12444	51	Sox developmental protein N terminal
PF12448	40	Kinesin associated protein
PF12449	3	Protein of unknown function (DUF3684)
PF12451	37	Vacuolar protein sorting protein 11 C terminal
PF12452	11	Protein of unknown function (DUF3685)
PF12453	6	Protein tyrosine phosphatase N terminal
PF12454	3	GPI-anchored cell wall organization protein
PF12455	37	Dynein associated protein
PF12456	57	Inositol phosphatase
PF12457	35	Tuftelin interacting protein N terminal
PF12460	42	RNAPII transcription regulator C-terminal
PF12463	30	Protein of unknown function (DUF3689)
PF12464	24	Maltose acetyltransferase
PF12465	42	Proteasome beta subunits C terminal
PF12470	23	Suppressor of Fused Gli/Ci N terminal binding domain
PF12471	10	GTP cyclohydrolase N terminal
PF12473	126	Kinesin protein
PF12474	82	Polo kinase kinase
PF12478	37	Ubiquitin-associated protein 2
PF12480	69	Protein of unknown function (DUF3699)
PF12481	30	Aluminium induced protein
PF12483	43	E3 Ubiquitin ligase
PF12485	38	Lymphocyte signaling adaptor protein
PF12489	27	Nuclear coactivator
PF12490	39	Breast carcinoma amplified sequence 3
PF12491	9	Apolipoprotein B100 C terminal
PF12494	20	Protein of unknown function (DUF3695)
PF12496	63	Bcl2-/adenovirus E1B nineteen kDa-interacting protein 2
PF12497	17	Estrogen receptor beta
PF12498	16	Basic leucine-zipper C terminal
PF12499	277	Pherophorin
PF12505	51	Protein of unknown function (DUF3712)
PF12507	6	Human Cytomegalovirus UL139 protein
PF12509	49	Protein of unknown function (DUF3715)
PF12510	51	Smoothelin cytoskeleton protein
PF12511	15	Protein of unknown function (DUF3716)
PF12513	49	Mitochondrial degradasome RNA helicase subunit C terminal
PF12515	41	Ca2+-ATPase N terminal autoinhibitory domain
PF12516	31	Protein of unknown function (DUF3719)
PF12519	10	Mitochondrial distribution and morphology protein 10
PF12520	1	Protein of unknown function (DUF3723)
PF12525	1	Protein of unknown function (DUF3726)
PF12527	6	Protein of unknown function (DUF3727)
PF12529	36	Xylosyltransferase C terminal
PF12530	41	Protein of unknown function (DUF3730)
PF12533	54	Neuronal helix-loop-helix transcription factor
PF12534	76	Pannexin-like TM region of LRRC8
PF12537	46	The Golgi pH Regulator (GPHR) Family N-terminal
PF12539	7	Chromosome segregation protein Csm1/Pcs1
PF12540	36	Protein of unknown function (DUF3736)
PF12541	2	Protein of unknown function (DUF3737)
PF12542	45	Pre-mRNA splicing factor
PF12546	8	Blue/Ultraviolet sensing protein C terminal
PF12547	12	Capicua transcriptional repressor modulator
PF12548	40	Sulfatase protein
PF12549	21	Tyrosine hydroxylase N terminal
PF12550	27	Transcriptional activator of glycolytic enzymes
PF12552	42	Protein of unknown function (DUF3741)
PF12554	37	Mitotic-spindle organizing gamma-tubulin ring associated
PF12560	22	RAG1 importin binding
PF12567	6	Leukocyte receptor CD45
PF12569	65	NMDA receptor-regulated protein 1
PF12572	40	Protein of unknown function (DUF3752)
PF12576	40	Protein of unknown function (DUF3754)
PF12577	11	PPAR gamma N-terminal region
PF12578	45	Myotubularin-associated protein
PF12579	23	Protein of unknown function (DUF3755)
PF12580	46	Tripeptidyl peptidase II
PF12583	6	Tripeptidyl peptidase II N terminal
PF12584	37	Trafficking protein particle complex subunit 10, TRAPPC10
PF12585	3	Protein of unknown function (DUF3759)
PF12588	5	Phophatidylserine decarboxylase
PF12589	45	Methyltransferase involved in Williams-Beuren syndrome
PF12590	11	Acyl-ATP thioesterase
PF12595	27	Rhomboid serine protease
PF12597	31	Protein of unknown function (DUF3767)
PF12598	25	T-box transcription factor
PF12600	5	Protein of unknown function (DUF3769)
PF12605	44	Casein kinase 1 gamma C terminal
PF12606	35	Tumour necrosis factor receptor superfamily member 19
PF12609	48	Wound-induced protein
PF12610	28	Suppressor of cytokine signalling
PF12612	82	Tubulin folding cofactor D C terminal
PF12617	4	Iron-Sulfur binding protein C terminal
PF12618	19	Protein of unknown function (DUF3776)
PF12619	47	Mini-chromosome maintenance protein 2
PF12620	11	Protein of unknown function (DUF3778)
PF12621	12	Extracellular tail, of 10TM putative phosphate transporter
